current_model,base_model,base_model_relation
NousResearch/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,unknown_annotated
NousResearch/Llama-2-7b-hf,meta-llama/Llama-2-7b-hf,unknown_annotated
NousResearch/Llama-3.2-1B,meta-llama/Llama-3.2-1B,unknown_annotated
NousResearch/Meta-Llama-3-8B,meta-llama/Meta-Llama-3-8B,unknown_annotated
NousResearch/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
NousResearch/Meta-Llama-3.1-8B,meta-llama/Llama-3.1-8B,unknown_annotated
NousResearch/Meta-Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,unknown_annotated
NousResearch/Yarn-Mistral-7b-128k,mistralai/Mistral-7B-v0.1,unknown_annotated
nreimers/MiniLM-L6-H384-uncased,microsoft/MiniLM-L12-H384-uncased,unknown_annotated
nvidia/Llama-3.1-Minitron-4B-Width-Base,meta-llama/Llama-3.1-8B,unknown_annotated
nvidia/Llama3-ChatQA-1.5-8B,meta-llama/Meta-Llama-3-8B,unknown_annotated
nvidia/segformer-b1-finetuned-ade-512-512,nvidia/mit-b1,unknown_annotated
OEvortex/Emotional-llama-8B,meta-llama/Meta-Llama-3-8B,unknown_annotated
Open-Orca/Mistral-7B-OpenOrca,mistralai/Mistral-7B-v0.1,unknown_annotated
openchat/openchat_3.5,mistralai/Mistral-7B-v0.1,unknown_annotated
Orenguteng/Llama-3-8B-Lexi-Uncensored,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,meta-llama/Llama-3.1-8B-Instruct,unknown_annotated
OwenArli/ArliAI-Llama-3-8B-Cumulus-v1.0,failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,unknown_annotated
patrickjohncyh/fashion-clip,laion/CLIP-ViT-B-32-laion2B-s34B-b79K,unknown_annotated
petals-team/StableBeluga2,stabilityai/StableBeluga2,unknown_annotated
PetroGPT/WestSeverus-7B-DPO-v2,FelixChao/WestSeverus-7B,unknown_annotated
princeton-nlp/Llama-3-Instruct-8B-SimPO,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-base-uncased,unknown_annotated
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,unsloth/qwen2.5-14b-instruct-bnb-4bit,unknown_annotated
Qwen/CodeQwen1.5-7B-Chat,Qwen/CodeQwen1.5-7B,unknown_annotated
Qwen/Qwen1.5-1.8B-Chat,Qwen/Qwen1.5-1.8B,unknown_annotated
Qwen/Qwen1.5-14B-Chat,Qwen/Qwen1.5-14B,unknown_annotated
Qwen/Qwen1.5-7B-Chat,Qwen/Qwen1.5-7B,unknown_annotated
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B,unknown_annotated
refuelai/Llama-3-Refueled,meta-llama/Meta-Llama-3-8B,unknown_annotated
rizvandwiki/gender-classification,google/vit-base-patch16-224-in21k,unknown_annotated
rizvandwiki/gender-classification-2,google/vit-base-patch16-224-in21k,unknown_annotated
RLHFlow/LLaMA3-iterative-DPO-final,RLHFlow/LLaMA3-SFT,unknown_annotated
SamLowe/roberta-base-go_emotions,FacebookAI/roberta-base,unknown_annotated
SanjiWatsuki/Kunoichi-7B,SanjiWatsuki/Silicon-Maid-7B,unknown_annotated
SanjiWatsuki/Lelantos-DPO-7B,SanjiWatsuki/Lelantos-7B,unknown_annotated
Sao10K/Llama-3.1-8B-Stheno-v3.4,meta-llama/Llama-3.1-8B,unknown_annotated
Sao10K/MN-12B-Lyra-v3,Sao10K/MN-12B-Lyra-v2a1,unknown_annotated
Sao10K/MN-12B-Lyra-v4,Sao10K/MN-12B-Lyra-v4a1-Old,unknown_annotated
Sao10K/MN-12B-Lyra-v4a1-Old,Sao10K/MN-12B-Lyra-v3,unknown_annotated
saucam/Rudra-7b,google/gemma-7b,unknown_annotated
SciPhi/SciPhi-Mistral-7B-32k,mistralai/Mistral-7B-v0.1,unknown_annotated
SeaLLMs/SeaLLM-7B-v2,mistralai/Mistral-7B-v0.1,unknown_annotated
senseable/WestLake-7B-v2,mistralai/Mistral-7B-Instruct-v0.1,unknown_annotated
sentence-transformers/all-distilroberta-v1,distilbert/distilroberta-base,unknown_annotated
sentence-transformers/all-MiniLM-L12-v2,microsoft/MiniLM-L12-H384-uncased,unknown_annotated
sentence-transformers/all-MiniLM-L6-v2,nreimers/MiniLM-L6-H384-uncased,unknown_annotated
sentence-transformers/all-mpnet-base-v2,microsoft/mpnet-base,unknown_annotated
sentence-transformers/all-roberta-large-v1,FacebookAI/roberta-large,unknown_annotated
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,nreimers/MiniLM-L6-H384-uncased,unknown_annotated
shadowml/Marcoro14-7B-slerp,EmbeddedLLM/Mistral-7B-Merge-14-v0.1,unknown_annotated
shibing624/chatglm3-6b-csc-chinese-lora,THUDM/chatglm3-6b,unknown_annotated
shibing624/chinese-text-correction-1.5b,Qwen/Qwen2.5-1.5B-Instruct,unknown_annotated
shibing624/chinese-text-correction-7b,Qwen/Qwen2.5-7B-Instruct,unknown_annotated
shibing624/text2vec-base-chinese,hfl/chinese-macbert-base,unknown_annotated
shibing624/text2vec-base-chinese-paraphrase,nghuyong/ernie-3.0-base-zh,unknown_annotated
shibing624/text2vec-base-chinese-sentence,nghuyong/ernie-3.0-base-zh,unknown_annotated
shibing624/text2vec-base-multilingual,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,unknown_annotated
shibing624/text2vec-bge-large-chinese,BAAI/bge-large-zh-noinstruct,unknown_annotated
shuttleai/shuttle-2.5-mini,mistralai/Mistral-Nemo-Base-2407,unknown_annotated
SicariusSicariiStuff/Dusk_Rainbow,invisietch/EtherealRainbow-v0.3-8B,unknown_annotated
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,meta-llama/Meta-Llama-3-8B,unknown_annotated
Solshine/reflection-llama-3.1-8B-Solshine-trainround1-16bit,unsloth/meta-llama-3.1-8b-instruct-bnb-4bit,unknown_annotated
stabilityai/japanese-stablelm-3b-4e1t-base,stabilityai/stablelm-3b-4e1t,unknown_annotated
stabilityai/japanese-stablelm-3b-4e1t-instruct,stabilityai/japanese-stablelm-3b-4e1t-base,unknown_annotated
stabilityai/japanese-stablelm-base-gamma-7b,mistralai/Mistral-7B-v0.1,unknown_annotated
stabilityai/japanese-stablelm-instruct-gamma-7b,stabilityai/japanese-stablelm-base-gamma-7b,unknown_annotated
stabilityai/sdxl-turbo,stabilityai/stable-diffusion-xl-base-1.0,unknown_annotated
stabilityai/stable-diffusion-2-1,stabilityai/stable-diffusion-2,unknown_annotated
stabilityai/stable-diffusion-2-1-base,stabilityai/stable-diffusion-2-base,unknown_annotated
stabilityai/stablelm-zephyr-3b,HuggingFaceH4/zephyr-7b-beta,unknown_annotated
stable-diffusion-v1-5/stable-diffusion-inpainting,CompVis/stable-diffusion-v1-2,unknown_annotated
stable-diffusion-v1-5/stable-diffusion-v1-5,CompVis/stable-diffusion-v1-2,unknown_annotated
SteelStorage/llama-3-cat-8b-instruct-v1,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Systran/faster-whisper-base,openai/whisper-base,unknown_annotated
T-Systems-onsite/cross-en-de-roberta-sentence-transformer,FacebookAI/xlm-roberta-base,unknown_annotated
theainerd/wav2vec2-large-xlsr-53-odia,facebook/wav2vec2-large-xlsr-53,unknown_annotated
theainerd/Wav2Vec2-large-xlsr-hindi,facebook/wav2vec2-large-xlsr-53,unknown_annotated
TheDrummer/Ministrations-8B-v1,mistralai/Ministral-8B-Instruct-2410,unknown_annotated
theo77186/Llama-3-8B-Instruct-norefusal,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
THUDM/LongWriter-llama3.1-8b,meta-llama/Llama-3.1-8B,unknown_annotated
TIGER-Lab/MAmmoTH-7B-Mistral,mistralai/Mistral-7B-v0.1,unknown_annotated
TIGER-Lab/MAmmoTH2-8B-Plus,TIGER-Lab/MAmmoTH2-8B,unknown_annotated
tiiuae/falcon-7b-instruct,tiiuae/falcon-7b,unknown_annotated
tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Base,unknown_annotated
TinyLlama/TinyLlama-1.1B-Chat-v0.6,TinyLlama/TinyLlama-1.1B-intermediate-step-955k-token-2T,unknown_annotated
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,unknown_annotated
tokyotech-llm/Llama-3.1-Swallow-70B-v0.1,meta-llama/Llama-3.1-70B,unknown_annotated
trpakov/vit-face-expression,google/vit-base-patch16-224-in21k,unknown_annotated
turboderp/llama3-turbcat-instruct-8b,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,google/gemma-2-9b-it,unknown_annotated
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter1,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter2,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter1,unknown_annotated
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter2,unknown_annotated
Undi95/Llama-3-LewdPlay-8B,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Undi95/Llama-3-Unholy-8B,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Undi95/Llama-3-Unholy-8B-e4,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Undi95/Llama3-Unholy-8B-OAS,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Undi95/Meta-Llama-3-8B-Instruct-hf,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Undi95/Meta-Llama-3.1-8B-Claude,meta-llama/Llama-3.1-8B,unknown_annotated
Undi95/Mistral-7B-smoll_pippa-lora,mistralai/Mistral-7B-v0.1,unknown_annotated
Undi95/Unholy-8B-DPO-OAS,Undi95/Llama-3-Unholy-8B,unknown_annotated
unsloth/codegemma-7b,google/codegemma-7b,unknown_annotated
unsloth/codellama-7b-bnb-4bit,meta-llama/CodeLlama-7b-hf,unknown_annotated
unsloth/gemma-1.1-2b-it-bnb-4bit,google/gemma-1.1-2b-it,unknown_annotated
unsloth/gemma-2-27b-bnb-4bit,google/gemma-2-27b,unknown_annotated
unsloth/gemma-2-2b,google/gemma-2-2b,unknown_annotated
unsloth/gemma-2-2b-it,google/gemma-2b-it,unknown_annotated
unsloth/gemma-2-2b-it-bnb-4bit,google/gemma-2b-it,unknown_annotated
unsloth/gemma-2-9b,google/gemma-2-9b,unknown_annotated
unsloth/gemma-2-9b-it,google/gemma-2-9b-it,unknown_annotated
unsloth/gemma-2b-bnb-4bit,google/gemma-2b,unknown_annotated
unsloth/Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,unknown_annotated
unsloth/llama-2-13b-bnb-4bit,meta-llama/Llama-2-13b-hf,unknown_annotated
unsloth/llama-2-7b-bnb-4bit,meta-llama/Llama-2-7b,unknown_annotated
unsloth/llama-2-7b-chat-bnb-4bit,meta-llama/Llama-2-7b-chat-hf,unknown_annotated
unsloth/llama-3-70b-Instruct-bnb-4bit,meta-llama/Meta-Llama-3-70B-Instruct,unknown_annotated
unsloth/llama-3-8b,meta-llama/Meta-Llama-3-8B,unknown_annotated
unsloth/llama-3-8b-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
unsloth/llama-3-8b-Instruct-bnb-4bit,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
unsloth/Meta-Llama-3.1-8B,meta-llama/Llama-3.1-8B,unknown_annotated
unsloth/mistral-7b,mistralai/Mistral-7B-v0.1,unknown_annotated
unsloth/mistral-7b-bnb-4bit,mistralai/Mistral-7B-v0.1,unknown_annotated
unsloth/mistral-7b-instruct-v0.2-bnb-4bit,mistralai/Mistral-7B-Instruct-v0.2,unknown_annotated
unsloth/mistral-7b-instruct-v0.3,mistralai/Mistral-7B-Instruct-v0.3,unknown_annotated
unsloth/mistral-7b-v0.3,mistralai/Mistral-7B-v0.3,unknown_annotated
unsloth/Mistral-Nemo-Base-2407,mistralai/Mistral-Nemo-Base-2407,unknown_annotated
unsloth/Mistral-Nemo-Base-2407-bnb-4bit,mistralai/Mistral-Nemo-Base-2407,unknown_annotated
unsloth/Mistral-Nemo-Instruct-2407,mistralai/Mistral-Nemo-Instruct-2407,unknown_annotated
unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit,mistralai/Mistral-Nemo-Instruct-2407,unknown_annotated
unsloth/OpenHermes-2.5-Mistral-7B,teknium/OpenHermes-2.5-Mistral-7B,unknown_annotated
unsloth/Phi-3-mini-4k-instruct,microsoft/Phi-3-mini-4k-instruct,unknown_annotated
unsloth/Phi-3-mini-4k-instruct-bnb-4bit,microsoft/Phi-3-mini-4k-instruct,unknown_annotated
unsloth/Qwen2-0.5B,Qwen/Qwen2-0.5B,unknown_annotated
unsloth/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct,unknown_annotated
unsloth/Qwen2-1.5B,Qwen/Qwen2-1.5B,unknown_annotated
unsloth/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct,unknown_annotated
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,meta-llama/Llama-3.1-8B-Instruct,unknown_annotated
VAGOsolutions/SauerkrautLM-Gemma-7b,google/gemma-7b,unknown_annotated
Vdr1/L3-8B-Sunfall-v0.2-Stheno-v3.2,Sao10K/L3-8B-Stheno-v3.2,unknown_annotated
vicgalle/Configurable-Llama-3-8B-v0.2,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
vicgalle/Configurable-Llama-3-8B-v0.3,vicgalle/Configurable-Llama-3-8B-v0.2,unknown_annotated
vicgalle/Configurable-Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,unknown_annotated
vicgalle/Roleplay-Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,unknown_annotated
victunes/TherapyLlama-8B-v1,meta-llama/Meta-Llama-3-8B,unknown_annotated
Viet-Mistral/Vistral-7B-Chat,mistralai/Mistral-7B-v0.1,unknown_annotated
w11wo/indo-gpt2-small,openai-community/gpt2,unknown_annotated
w11wo/indonesian-roberta-base-sentiment-classifier,flax-community/indonesian-roberta-base,unknown_annotated
w11wo/wav2vec2-xls-r-300m-korean,facebook/wav2vec2-xls-r-300m,unknown_annotated
yikuan8/Clinical-Longformer,allenai/longformer-base-4096,unknown_annotated
yiyanghkust/finbert-tone,yiyanghkust/finbert-pretrain,unknown_annotated
zementalist/llama-3-8B-chat-psychotherapist,meta-llama/Meta-Llama-3-8B-Instruct,unknown_annotated
Yntec/IncredibleWorld,runwayml/stable-diffusion-v1-5,unknown_annotated
Sygil/Sygil-Diffusion,runwayml/stable-diffusion-v1-5,unknown_annotated
wavymulder/timeless-diffusion,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/GenerateMe,MoistMix/MoistMixV2,unknown_annotated
Yntec/Dreamshaper8,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/HELLmix,MoistMix/MoistMixV2,unknown_annotated
Yntec/COOLKIDSV2,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/PixelKicks,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/AnalogMadness,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Luma,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/RealLife,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/AgarthaChadstyle,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/fennPhoto,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Tantrum,MoistMix/MoistMixV2,unknown_annotated
Yntec/ElldrethsRetroMix,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/3DCuteWave,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Paragon,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Vintedois,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/ReVAnimated,MoistMix/MoistMixV2,unknown_annotated
digiplay/BeautyFoolReality_4,runwayml/stable-diffusion-v1-5,unknown_annotated
wavymulder/Analog-Diffusion,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/LiberteRedmond,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/REV,molydeus/Color101VAE_v1,unknown_annotated
Yntec/DreamShaper,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Protogen,runwayml/stable-diffusion-v1-5,unknown_annotated
digiplay/Acorn_Photo_v1,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/DucHaiten-GoldenLife,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/FantassifiedIcons,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/LEOSAMsFilmGirlUltra,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/StaticMVintage,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/ZootVisionEpsilon,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/Kitsch-In-Sync,runwayml/stable-diffusion-v1-5,unknown_annotated
Yntec/nuipenimix,MoistMix/MoistMixV2,unknown_annotated
MoistMix/MoistMixV2,runwayml/stable-diffusion-v1-5,unknown_annotated
darkstorm2150/Protogen_v2.2_Official_Release,runwayml/stable-diffusion-v1-5,unknown_annotated
DeepMount00/Minerva-3B-base-RAG,sapienzanlp/Minerva-3B-base-v1.0,unknown_annotated
abacusai/Liberated-Qwen1.5-7B,Qwen/Qwen1.5-7B,unknown_annotated
fblgit/UNA-34BeagleSimpleMath-32K-v1,fblgit/UNA-34Beagles-32K-v1,unknown_annotated
cognitivecomputations/dolphin-2_6-phi-2,microsoft/phi-2,unknown_annotated
rhysjones/phi-2-orange,microsoft/phi-2,unknown_annotated
Azure99/blossom-v5.1-34b,Yi-1.5-34B,unknown_annotated
migtissera/Tess-v2.5-Gemma-2-27B-alpha,google/gemma-2-27b-it,unknown_annotated
IlyaGusev/gemma-2-2b-it-abliterated,google/gemma-2-2b-it,unknown_annotated
jtatman/tinymistral-v2-pycoder-instruct-248m,Locutusque/TinyMistral-248M-v2-Instruct,unknown_annotated
Locutusque/TinyMistral-248M-v2-Instruct,Locutusque/TinyMistral-248M-v2,unknown_annotated
appvoid/arco-2-reasoning-20k,appvoid/arco-2,unknown_annotated
migtissera/Tess-2.0-Mixtral-8x22B,mistral-community/Mixtral-8x22B-v0.1,unknown_annotated
openbmb/Eurux-8x22b-nca,mistral-community/Mixtral-8x22B-v0.1,unknown_annotated
alpindale/WizardLM-2-8x22B,mistralai/Mixtral-8x22B-v0.1,unknown_annotated
VAGOsolutions/SauerkrautLM-Gemma-2b,google/gemma-2b,unknown_annotated
unsloth/gemma-2b,google/gemma-2b,unknown_annotated
beomi/gemma-ko-2b,google/gemma-2b,unknown_annotated
invisietch/MiS-Firefly-v0.2-22B,mistralai/Mistral-Small-Instruct-2409,unknown_annotated
jpacifico/Chocolatine-14B-Instruct-4k-DPO,microsoft/Phi-3-medium-4k-instruct,unknown_annotated
jpacifico/Chocolatine-14B-Instruct-DPO-v1.2,microsoft/Phi-3-medium-4k-instruct,unknown_annotated
failspy/Phi-3-medium-4k-instruct-abliterated-v3,microsoft/Phi-3-medium-4k-instruct,unknown_annotated
benhaotang/Phi-4-llama-t1-full,win10/Phi-4-llama-t1-lora,unknown_annotated
KBlueLeaf/Kohaku-XL-Zeta,KBlueLeaf/Kohaku-XL-Epsilon-rev2,unknown_annotated
KBlueLeaf/Kohaku-XL-Epsilon-rev2,KBlueLeaf/Kohaku-XL-Epsilon,unknown_annotated
Raelina/Raehoshi-illust-XL-3,OnomaAIResearch/Illustrious-xl-early-release-v0,unknown_annotated
Spestly/Athena-1-14B,Qwen/Qwen2.5-14B-Instruct,unknown_annotated
jpacifico/Chocolatine-2-14B-Instruct-v2.0b3,sometimesanotion/Lamarck-14B-v0.7,unknown_annotated
qingy2024/Qwen2.5-Math-14B-Instruct-Alpha,unsloth/qwen2.5-14b-bnb-4bit,unknown_annotated
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,unsloth/qwen2.5-14b-instruct-bnb-4bit,unknown_annotated
anthracite-org/magnum-v4-123b,mistralai/Mistral-Large-Instruct-2407,unknown_annotated
lightblue/karasu-1.1B,TinyLlama/TinyLlama-1.1B-intermediate-step-715k-1.5T,unknown_annotated
abacusai/MM-Orc-Vic-bagel-34b-c1000,jondurbin/nontoxic-bagel-34b-v0.2,unknown_annotated
abacusai/Dracarys-Llama-3.1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,unknown_annotated
abacusai/Dracarys2-72B-Instruct,Qwen/Qwen2.5-72B-Instruct,unknown_annotated
abacusai/Dracarys2-Llama-3.1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,unknown_annotated
abacusai/Llama-3-Giraffe-70B,abacusai/Llama-3-Giraffe-70B,unknown_annotated
abacusai/MetaMath-Bagel-DPO-34B,abacusai/MM-Orc-Vic-bagel-34b-c1000,unknown_annotated
abacusai/Smaug-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,unknown_annotated
abacusai/Smaug-Llama-3-70B-Instruct-32K,meta-llama/Meta-Llama-3-70B-Instruct,unknown_annotated
abhinav2024/phi-3.5-instruct-vul,unsloth/phi-3.5-mini-instruct-bnb-4bit,unknown_annotated
jondurbin/nontoxic-bagel-34b-v0.2,01-ai/Yi-34B-200K,unknown_annotated
Yntec/DreamWorks,,unknown